pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,pl_rade,pl_name,discoverymethod,y,planet_type
4.54,11.55562343,703.0,5569.0,0.9,1.97,Kepler-1133 b,Transit,1,Super-Earth
7.46,17.13263989,611.0,5281.0,0.81,2.64,Kepler-1134 b,Transit,2,Neptune-like
4.08,76.957857,451.0,5656.0,0.94,1.85,Kepler-1135 b,Transit,1,Super-Earth
3.33,2.361724329,922.0,4512.0,0.68,1.64,Kepler-1136 b,Transit,1,Super-Earth
5.48,23.9210791,1020.0,6807.0,1.84,2.2,Kepler-1137 b,Transit,2,Neptune-like
3.53,3.17060005,1080.0,5582.0,0.92,1.7,Kepler-1138 b,Transit,1,Super-Earth
1.81,0.813166719,1693.0,5550.0,0.91,1.19,Kepler-1139 b,Transit,0,Terrestrial
1.09,5.188549,586.0,4605.0,0.667,1.26,Kepler-114 b,Transit,1,Super-Earth
2.8,8.041,507.0,4660.0,0.54,1.6,Kepler-114 c,Transit,1,Super-Earth
3.9,11.776,446.0,4660.0,0.54,2.53,Kepler-114 d,Transit,2,Neptune-like
8.1,24.0862707,500.0,4850.0,0.73,2.77,Kepler-1140 b,Transit,2,Neptune-like
0.477,2.344511944,1471.0,5791.0,1.07,0.82,Kepler-1141 b,Transit,0,Terrestrial
2.76,18.3027248,902.0,5685.0,0.96,1.47,Kepler-1142 b,Transit,1,Super-Earth
3.43,2.888904849,976.0,5053.0,0.77,1.67,Kepler-1143 b,Transit,1,Super-Earth
12.6,210.630591,234.0,5053.0,0.77,3.6,Kepler-1143 c,Transit,2,Neptune-like
4.62,17.14647302,811.0,5753.0,0.96,1.99,Kepler-1144 b,Transit,1,Super-Earth
2.54,3.97076766,958.0,5064.0,0.75,1.4,Kepler-1145 b,Transit,1,Super-Earth
2.04,2.352265797,1019.0,4692.0,0.7,1.23,Kepler-1146 b,Transit,0,Terrestrial
7.32,10.62784997,872.0,5941.0,1.14,2.61,Kepler-1147 b,Transit,2,Neptune-like
3.5,1.104463509,1397.0,5054.0,0.77,1.69,Kepler-1148 b,Transit,1,Super-Earth
2.67,3.73089898,1128.0,5833.0,1.01,1.44,Kepler-1149 b,Transit,1,Super-Earth
1.32,2.403679,1489.0,5979.0,1.205,1.09,Kepler-115 b,Transit,0,Terrestrial
7.27,8.990889,960.0,5979.0,1.205,2.6,Kepler-115 c,Transit,2,Neptune-like
1.04,2.787868386,1432.0,4754.0,0.72,1.02,Kepler-1150 b,Transit,0,Terrestrial
5.56,65.6478424,485.0,5470.0,0.85,2.22,Kepler-1151 b,Transit,2,Neptune-like
0.59,1.646801908,806.0,3964.0,0.53,0.87,Kepler-1152 b,Transit,0,Terrestrial
3.64,1.755835327,1343.0,5470.0,0.88,1.73,Kepler-1153 b,Transit,1,Super-Earth
6.08,5.1856142,1314.0,6327.0,1.43,2.34,Kepler-1154 b,Transit,2,Neptune-like
6.17,8.45808312,1117.0,6327.0,1.43,2.36,Kepler-1154 c,Transit,2,Neptune-like
4.78,33.469743,609.0,5842.0,1.03,2.03,Kepler-1155 b,Transit,2,Neptune-like
2.3,11.89520511,787.0,5778.0,1.0,1.32,Kepler-1156 b,Transit,1,Super-Earth
1.32,4.45743164,732.0,4679.0,0.71,1.09,Kepler-1157 b,Transit,0,Terrestrial
6.08,13.5396293,1079.0,6203.0,1.95,2.34,Kepler-1158 b,Transit,2,Neptune-like
6.21,22.70816791,677.0,6217.0,1.28,2.37,Kepler-1159 b,Transit,2,Neptune-like
11.6,5.968734,1251.0,6142.0,1.454,3.42,Kepler-116 b,Transit,2,Neptune-like
5.9,13.07163,964.0,6142.0,1.454,2.3,Kepler-116 c,Transit,2,Neptune-like
5.22,7.97034958,839.0,5519.0,0.89,2.14,Kepler-1160 b,Transit,2,Neptune-like
5.18,10.71252541,485.0,4253.0,0.57,2.13,Kepler-1161 b,Transit,2,Neptune-like
5.52,32.5637069,490.0,5390.0,0.84,2.21,Kepler-1162 b,Transit,2,Neptune-like
3.93,59.284064,401.0,5225.0,0.859,1.81,Kepler-1162 c,Transit,1,Super-Earth
1.08,6.11786898,1211.0,6302.0,1.35,1.03,Kepler-1163 b,Transit,0,Terrestrial
1.46,3.97599768,936.0,5183.0,0.79,1.12,Kepler-1164 b,Transit,0,Terrestrial
3.02,9.478522,946.0,6080.0,1.18,1.55,Kepler-1165 b,Transit,1,Super-Earth
11.2,29.96870041,644.0,6249.0,1.076,3.36093385,Kepler-1165 c,Transit,2,Neptune-like
3.5,33.2406882,486.0,5446.0,0.86,1.69,Kepler-1166 b,Transit,1,Super-Earth
3.57,1.003933739,1419.0,4971.0,0.75,1.71,Kepler-1167 b,Transit,1,Super-Earth
6.8,55.8226539,379.0,5157.0,0.82,2.5,Kepler-1168 b,Transit,2,Neptune-like
0.779,6.11009134,1125.0,6191.0,1.23,0.94,Kepler-1169 b,Transit,0,Terrestrial
29.875,18.7959228,984.0,6150.0,1.606,8.059,Kepler-117 b,Transit,3,Gas Giant
584.78,50.790391,704.0,6150.0,1.606,12.341,Kepler-117 c,Transit,3,Gas Giant
6.39,9.98969327,705.0,5069.0,0.76,2.41,Kepler-1170 b,Transit,2,Neptune-like
7.08,1.44259224,2700.0,7044.0,1.95,2.56,Kepler-1171 b,Transit,2,Neptune-like
10.3,26.0204423,675.0,5558.0,0.89,3.2,Kepler-1172 b,Transit,2,Neptune-like
0.64,0.7698536,1650.0,5252.0,0.82,0.89,Kepler-1173 b,Transit,0,Terrestrial
3.15,6.89225223,1156.0,5936.0,1.04,1.59,Kepler-1174 b,Transit,1,Super-Earth
9.22,37.94563,515.0,5453.0,0.86,2.99,Kepler-1175 b,Transit,2,Neptune-like
6.57,24.1738579,595.0,5844.0,1.02,2.45,Kepler-1176 b,Transit,2,Neptune-like
4.27,106.247547,377.0,5712.0,0.97,1.9,Kepler-1177 b,Transit,1,Super-Earth
1.24,31.80634,378.0,4990.0,0.75,1.07,Kepler-1178 b,Transit,0,Terrestrial
2.3,2.685057492,1137.0,5212.0,0.81,1.32,Kepler-1179 b,Transit,1,Super-Earth
4.5,7.518496,784.0,5274.0,1.094,1.96,Kepler-118 b,Transit,1,Super-Earth
45.7,20.17202,564.0,5274.0,1.094,7.68,Kepler-118 c,Transit,3,Gas Giant
4.62,16.8601286,765.0,6077.0,1.14,1.99,Kepler-1180 b,Transit,1,Super-Earth
3.09,4.89337519,1374.0,6176.0,1.3,1.57,Kepler-1181 b,Transit,1,Super-Earth
4.01,8.93484887,1124.0,6688.0,1.347,1.83,Kepler-1181 c,Transit,1,Super-Earth
6.39,11.17394617,796.0,5924.0,1.05,2.41,Kepler-1182 b,Transit,2,Neptune-like
8.35,28.5057189,555.0,5765.0,0.99,2.82,Kepler-1183 b,Transit,2,Neptune-like
7.65,53.5991044,529.0,5983.0,1.07,2.68,Kepler-1184 b,Transit,2,Neptune-like
2.33,104.3518976,355.0,5622.0,0.87,1.33,Kepler-1185 b,Transit,1,Super-Earth
5.6,16.07677615,724.0,5635.0,0.93,2.23,Kepler-1186 b,Transit,2,Neptune-like
7.32,18.87064068,701.0,5975.0,1.09,2.61,Kepler-1187 b,Transit,2,Neptune-like
4.98,17.1369543,775.0,5913.0,1.06,2.08,Kepler-1188 b,Transit,2,Neptune-like
3.78,3.78858982,1158.0,6012.0,1.16,1.77,Kepler-1189 b,Transit,1,Super-Earth
12.6,2.422082,1213.0,5595.0,0.839,3.6,Kepler-119 b,Transit,2,Neptune-like
0.721,4.125103,1016.0,5595.0,0.839,0.92,Kepler-119 c,Transit,0,Terrestrial
2.33,10.45843441,609.0,4730.0,0.72,1.33,Kepler-1190 b,Transit,1,Super-Earth
2.89,5.60014851,952.0,5308.0,0.81,1.51,Kepler-1191 b,Transit,1,Super-Earth
6.17,25.2034787,600.0,5438.0,0.83,2.36,Kepler-1192 b,Transit,2,Neptune-like
2.3,2.832652134,1453.0,5908.0,1.21,1.32,Kepler-1193 b,Transit,1,Super-Earth
2.89,16.22371307,676.0,5590.0,0.92,1.51,Kepler-1194 b,Transit,1,Super-Earth
4.98,8.49642241,702.0,4965.0,0.71,2.08,Kepler-1195 b,Transit,2,Neptune-like
5.6,66.1849031,436.0,5756.0,0.97,2.23,Kepler-1196 b,Transit,2,Neptune-like
2.1,2.03231845,1011.0,4708.0,0.72,1.25,Kepler-1197 b,Transit,1,Super-Earth
2.76,7.6847716,830.0,5517.0,0.9,1.47,Kepler-1198 b,Transit,1,Super-Earth
1.6,15.0447198,931.0,5889.0,1.17,1.15,Kepler-1199 b,Transit,0,Terrestrial
137.30256,4.4379629,1480.0,5947.0,1.483,19.660586,Kepler-12 b,Transit,3,Gas Giant
8.5,6.312501,575.0,4096.0,0.534,2.15,Kepler-120 b,Transit,2,Neptune-like
2.96,12.794585,455.0,4096.0,0.534,1.53,Kepler-120 c,Transit,1,Super-Earth
1.2,1.118549717,1174.0,4612.0,0.7,1.06,Kepler-1200 b,Transit,0,Terrestrial
5.86,15.18725932,789.0,6177.0,1.24,2.29,Kepler-1201 b,Transit,2,Neptune-like
8.96,28.6851324,547.0,5834.0,1.04,2.94,Kepler-1202 b,Transit,2,Neptune-like
1.2,0.588000765,1188.0,4105.0,0.61,1.06,Kepler-1203 b,Transit,0,Terrestrial
9.53,85.7350285,448.0,5825.0,1.03,3.05,Kepler-1204 b,Transit,2,Neptune-like
2.57,1.078390352,1667.0,5226.0,0.81,1.41,Kepler-1205 b,Transit,1,Super-Earth
3.33,1.216997663,1314.0,4877.0,0.75,1.64,Kepler-1206 b,Transit,1,Super-Earth
3.26,13.68237119,802.0,5909.0,1.06,1.62,Kepler-1207 b,Transit,1,Super-Earth
5.99,11.08507637,665.0,5001.0,0.76,2.32,Kepler-1208 b,Transit,2,Neptune-like
2.89,25.369116,755.0,6210.0,1.38,1.51,Kepler-1209 b,Transit,1,Super-Earth
6.08,3.177422,997.0,5311.0,0.701,2.34,Kepler-121 b,Transit,2,Neptune-like
5.77,41.008011,425.0,5311.0,0.701,2.27,Kepler-121 c,Transit,2,Neptune-like
3.53,8.07124073,856.0,5568.0,0.92,1.7,Kepler-1210 b,Transit,1,Super-Earth
7.04,11.01816836,840.0,5705.0,0.94,2.55,Kepler-1211 b,Transit,2,Neptune-like
5.22,12.94130146,795.0,6051.0,1.15,2.14,Kepler-1212 b,Transit,2,Neptune-like
1.81,5.34982412,1156.0,6050.0,1.21,1.19,Kepler-1213 b,Transit,0,Terrestrial
6.17,18.82634264,591.0,5130.0,0.8,2.36,Kepler-1214 b,Transit,2,Neptune-like
1.98,4.76703963,1046.0,5616.0,0.93,1.22,Kepler-1215 b,Transit,0,Terrestrial
2.51,4.37034536,1191.0,5743.0,0.98,1.39,Kepler-1216 b,Transit,1,Super-Earth
4.62,2.032325072,1542.0,5905.0,1.08,1.99,Kepler-1217 b,Transit,1,Super-Earth
2.67,22.9221266,684.0,5986.0,1.1,1.44,Kepler-1218 b,Transit,1,Super-Earth
5.14,16.10467749,1159.0,5944.0,1.94,2.12,Kepler-1219 b,Transit,2,Neptune-like
6.08,5.766193,1159.0,6050.0,1.216,2.34,Kepler-122 b,Transit,2,Neptune-like
29.0,12.465988,897.0,6050.0,1.216,5.87,Kepler-122 c,Transit,2,Neptune-like
5.48,21.587475,747.0,6050.0,1.216,2.2,Kepler-122 d,Transit,2,Neptune-like
27.7,37.993273,618.0,6050.0,1.216,2.6,Kepler-122 e,Transit,2,Neptune-like
36.0,56.268,543.0,5917.0,0.949,1.75,Kepler-122 f,Transit Timing Variations,1,Super-Earth
2.92,7.42693741,899.0,5842.0,0.99,1.52,Kepler-1220 b,Transit,1,Super-Earth
4.19,12.00096042,632.0,5194.0,0.82,1.88,Kepler-1221 b,Transit,1,Super-Earth
0.418,1.916944254,1246.0,5239.0,0.8,0.79,Kepler-1222 b,Transit,0,Terrestrial
1.98,16.301259,557.0,4870.0,0.75,1.22,Kepler-1223 b,Transit,0,Terrestrial
2.33,13.32351601,872.0,6155.0,1.22,1.33,Kepler-1224 b,Transit,1,Super-Earth
3.97,7.01075434,1453.0,6140.0,1.19,1.82,Kepler-1225 b,Transit,1,Super-Earth
2.7,17.2923453,809.0,5923.0,1.02,1.45,Kepler-1226 b,Transit,1,Super-Earth
5.86,94.2887577,369.0,5747.0,0.95,2.29,Kepler-1227 b,Transit,2,Neptune-like
2.99,0.577369579,1757.0,5063.0,0.74,1.54,Kepler-1228 b,Transit,1,Super-Earth
2.54,86.828989,212.0,3784.0,0.51,1.4,Kepler-1229 b,Transit,1,Super-Earth
55.3,17.232366,817.0,6089.0,1.264,2.94,Kepler-123 b,Transit,2,Neptune-like
2.79,26.695074,706.0,6089.0,1.264,1.48,Kepler-123 c,Transit,1,Super-Earth
7.8,9.95661537,946.0,5961.0,1.08,2.71,Kepler-1230 b,Transit,2,Neptune-like
2.6,10.41725184,870.0,5778.0,1.0,1.42,Kepler-1231 b,Transit,1,Super-Earth
4.38,26.7839183,523.0,5471.0,0.89,1.93,Kepler-1232 b,Transit,1,Super-Earth
7.27,45.1263042,604.0,6198.0,1.25,2.6,Kepler-1233 b,Transit,2,Neptune-like
8.3,11.94014029,625.0,4967.0,0.76,2.81,Kepler-1234 b,Transit,2,Neptune-like
0.418,4.16055856,985.0,5541.0,0.9,0.79,Kepler-1235 b,Transit,0,Terrestrial
5.22,31.0571618,480.0,5337.0,0.82,2.14,Kepler-1236 b,Transit,2,Neptune-like
8.55,84.5733226,366.0,5472.0,0.9,2.86,Kepler-1237 b,Transit,2,Neptune-like
4.38,4.14787559,1389.0,6386.0,1.48,1.93,Kepler-1238 b,Transit,1,Super-Earth
8.75,5.19104016,1183.0,6564.0,1.57,2.9,Kepler-1239 b,Transit,2,Neptune-like
0.315,3.410493,892.0,4984.0,0.636,0.73,Kepler-124 b,Transit,0,Terrestrial
3.71,13.821375,560.0,4984.0,0.636,1.75,Kepler-124 c,Transit,1,Super-Earth
1.41,30.950851,428.0,4984.0,0.636,1.11,Kepler-124 d,Transit,0,Terrestrial
1.6,4.8663815,1121.0,5682.0,0.96,1.15,Kepler-1240 b,Transit,0,Terrestrial
7.41,18.5525701,612.0,5261.0,0.8,2.63,Kepler-1241 b,Transit,2,Neptune-like
5.73,13.62798432,639.0,4895.0,0.74,2.26,Kepler-1242 b,Transit,2,Neptune-like
3.71,16.8320729,690.0,5667.0,0.94,1.75,Kepler-1243 b,Transit,1,Super-Earth
2.39,3.70428172,1839.0,6680.0,1.77,1.35,Kepler-1244 b,Transit,1,Super-Earth
2.67,4.35409304,1043.0,5306.0,0.83,1.44,Kepler-1245 b,Transit,1,Super-Earth
2.67,2.936584681,1190.0,5306.0,0.83,1.44,Kepler-1245 c,Transit,1,Super-Earth
2.42,11.32271513,554.0,4611.0,0.69,1.36,Kepler-1246 b,Transit,1,Super-Earth
6.04,13.71220213,676.0,5303.0,0.82,2.33,Kepler-1247 b,Transit,2,Neptune-like
1.76,7.46725407,1035.0,6149.0,1.21,1.18,Kepler-1248 b,Transit,0,Terrestrial
6.26,24.3347127,647.0,6202.0,1.28,2.38,Kepler-1249 b,Transit,2,Neptune-like
6.21,4.164389,590.0,3810.0,0.512,2.37,Kepler-125 b,Transit,2,Neptune-like
0.33,5.774464,529.0,3810.0,0.512,0.74,Kepler-125 c,Transit,0,Terrestrial
4.35,2.607543834,1431.0,5717.0,0.98,1.92,Kepler-1250 b,Transit,1,Super-Earth
4.04,45.0904643,487.0,5545.0,0.89,1.84,Kepler-1251 b,Transit,1,Super-Earth
3.43,15.0540329,665.0,5949.0,1.09,1.67,Kepler-1252 b,Transit,1,Super-Earth
2.33,68.8861915,501.0,5850.0,1.1,1.33,Kepler-1253 b,Transit,1,Super-Earth
3.02,9.99113313,660.0,4985.0,0.75,1.55,Kepler-1254 b,Transit,1,Super-Earth
2.24,3.60084276,927.0,4985.0,0.75,1.3,Kepler-1254 c,Transit,1,Super-Earth
2.27,5.72717226,794.0,4985.0,0.75,1.31,Kepler-1254 d,Transit,1,Super-Earth
5.99,36.2919336,694.0,6018.0,1.12,2.32,Kepler-1255 b,Transit,2,Neptune-like
2.83,12.4127754,933.0,6129.0,1.36,1.49,Kepler-1256 b,Transit,1,Super-Earth
2.92,2.668313762,1252.0,5502.0,0.87,1.52,Kepler-1257 b,Transit,1,Super-Earth
0.566,0.984940167,2335.0,5839.0,0.99,0.86,Kepler-1258 b,Transit,0,Terrestrial
2.63,0.663085258,1681.0,5053.0,0.77,1.43,Kepler-1259 b,Transit,1,Super-Earth
4.11726105,10.495711,1009.0,6239.0,1.358,1.52,Kepler-126 b,Transit,1,Super-Earth
1.27942148,21.869741,790.0,6239.0,1.358,1.58,Kepler-126 c,Transit,1,Super-Earth
54.59018723,100.283134,475.0,6239.0,1.358,2.5,Kepler-126 d,Transit,2,Neptune-like
3.78,19.1187753,823.0,5961.0,1.08,1.77,Kepler-1260 b,Transit,1,Super-Earth
5.73,48.4308991,396.0,5006.0,0.77,2.26,Kepler-1261 b,Transit,2,Neptune-like
3.97,8.67900242,949.0,5771.0,0.98,1.82,Kepler-1262 b,Transit,1,Super-Earth
1.55,4.55139967,907.0,5213.0,0.8,1.14,Kepler-1263 b,Transit,0,Terrestrial
1.76,0.968526023,1677.0,5791.0,0.98,1.18,Kepler-1264 b,Transit,0,Terrestrial
2.39,6.49441289,732.0,4630.0,0.69,1.35,Kepler-1265 b,Transit,1,Super-Earth
7.18,28.474748,489.0,5044.0,0.76,2.58,Kepler-1266 b,Transit,2,Neptune-like
3.46,4.86631012,881.0,4996.0,0.831,1.68023962,Kepler-1266 c,Transit,1,Super-Earth
9.32,13.0313945,774.0,6096.0,1.2,3.01,Kepler-1267 b,Transit,2,Neptune-like
4.78,40.9903986,627.0,5904.0,1.09,2.03,Kepler-1268 b,Transit,2,Neptune-like
3.29,37.3331536,657.0,5998.0,1.15,1.63,Kepler-1269 b,Transit,1,Super-Earth
2.54,14.435889,884.0,6106.0,1.359,1.4,Kepler-127 b,Transit,1,Super-Earth
7.56,29.393195,698.0,6106.0,1.359,2.66,Kepler-127 c,Transit,2,Neptune-like
7.46,48.630408,590.0,6106.0,1.359,2.64,Kepler-127 d,Transit,2,Neptune-like
11.0,6.03356196,1598.0,5047.0,3.38,3.32,Kepler-1270 b,Transit,2,Neptune-like
2.79,3.0255955,1484.0,6143.0,1.23,1.48,Kepler-1271 b,Transit,1,Super-Earth
6.21,51.1309704,542.0,5926.0,1.09,2.37,Kepler-1272 b,Transit,2,Neptune-like
6.76,28.625653,573.0,5566.0,0.91,2.49,Kepler-1273 b,Transit,2,Neptune-like
2.6,6.98152703,1384.0,6179.0,2.17,1.42,Kepler-1274 b,Transit,1,Super-Earth
2.79,3.65691115,1368.0,6296.0,1.36,1.48,Kepler-1275 b,Transit,1,Super-Earth
1.81,12.5720095,886.0,6188.0,1.21,1.19,Kepler-1276 b,Transit,0,Terrestrial
3.19,40.8365012,496.0,5578.0,0.92,1.6,Kepler-1277 b,Transit,1,Super-Earth
1.01,3.23941344,1213.0,6074.0,1.16,1.01,Kepler-1278 b,Transit,0,Terrestrial
3.71,23.4774101,738.0,6221.0,1.33,1.75,Kepler-1279 b,Transit,1,Super-Earth
3.79,15.0,968.0,6072.0,1.659,1.421,Kepler-128 b,Transit,1,Super-Earth
3.38,22.8,843.0,6072.0,1.659,1.521,Kepler-128 c,Transit,1,Super-Earth
4.16,66.5579057,757.0,6227.0,1.32,1.87,Kepler-1280 b,Transit,1,Super-Earth
3.33,3.11602791,1123.0,5353.0,0.83,1.64,Kepler-1281 b,Transit,1,Super-Earth
3.02,2.131946513,1418.0,5504.0,0.89,1.55,Kepler-1282 b,Transit,1,Super-Earth
4.31,12.9460978,764.0,6175.0,1.25,1.91,Kepler-1283 b,Transit,1,Super-Earth
1.92,0.664073806,1703.0,5123.0,0.79,1.21,Kepler-1284 b,Transit,0,Terrestrial
0.871,14.7967458,874.0,6170.0,1.28,0.97,Kepler-1285 b,Transit,0,Terrestrial
5.27,11.25402929,888.0,5753.0,0.98,2.15,Kepler-1286 b,Transit,2,Neptune-like
2.99,11.47685909,796.0,5715.0,0.94,1.54,Kepler-1287 b,Transit,1,Super-Earth
1.46,2.76122421,2017.0,6132.0,1.29,1.12,Kepler-1288 b,Transit,0,Terrestrial
2.92,7.99019627,1113.0,6080.0,1.17,1.52,Kepler-1289 b,Transit,1,Super-Earth
20.0,15.79,910.0,5770.0,1.653,2.4,Kepler-129 b,Transit,2,Neptune-like
43.0,82.2,525.0,5770.0,1.653,2.52,Kepler-129 c,Transit,2,Neptune-like
2.6,4.69500134,1098.0,5660.0,0.93,1.42,Kepler-1290 b,Transit,1,Super-Earth
3.39,8.63043276,739.0,5216.0,0.8,1.66,Kepler-1291 b,Transit,1,Super-Earth
3.97,3.27646405,1195.0,5556.0,0.93,1.82,Kepler-1292 b,Transit,1,Super-Earth
0.871,5.57654784,1183.0,6241.0,1.28,0.97,Kepler-1293 b,Transit,0,Terrestrial
10.3,115.6862258,401.0,5776.0,0.97,3.19,Kepler-1294 b,Transit,2,Neptune-like
3.02,3.81371974,1029.0,5486.0,0.89,1.55,Kepler-1295 b,Transit,1,Super-Earth
0.693,8.3839865,1285.0,5359.0,0.83,0.91,Kepler-1296 b,Transit,0,Terrestrial
0.871,1.68189002,1790.0,5818.0,0.99,0.97,Kepler-1297 b,Transit,0,Terrestrial
2.27,7.12811928,1373.0,6339.0,2.0,1.31,Kepler-1298 b,Transit,1,Super-Earth
9.17,19.9400874,588.0,5609.0,0.91,2.98,Kepler-1299 b,Transit,2,Neptune-like
1.04,8.457458,982.0,5884.0,1.127,1.02,Kepler-130 b,Transit,0,Terrestrial
8.75,27.50868,683.0,5879.0,1.17,2.9,Kepler-130 c,Transit,2,Neptune-like
3.33,87.517905,451.0,5884.0,1.127,1.64,Kepler-130 d,Transit,1,Super-Earth
2.45,22.2419092,954.0,6130.0,1.79,1.37,Kepler-1300 b,Transit,1,Super-Earth
2.54,9.08237046,734.0,5188.0,0.81,1.4,Kepler-1301 b,Transit,1,Super-Earth
2.63,8.83922659,778.0,5236.0,0.82,1.43,Kepler-1302 b,Transit,1,Super-Earth
2.6,7.56127224,891.0,5771.0,1.0,1.42,Kepler-1303 b,Transit,1,Super-Earth
5.86,16.1288853,715.0,5259.0,0.81,2.29,Kepler-1304 b,Transit,2,Neptune-like
4.19,13.5630972,733.0,5701.0,0.96,1.88,Kepler-1305 b,Transit,1,Super-Earth
4.31,16.29595382,678.0,5727.0,0.97,1.91,Kepler-1306 b,Transit,1,Super-Earth
6.66,18.01621096,768.0,5884.0,1.08,2.47,Kepler-1307 b,Transit,2,Neptune-like
0.0933,2.104338119,662.0,3468.0,0.34,0.52,Kepler-1308 b,Transit,0,Terrestrial
6.21,28.8432647,491.0,5235.0,0.8,2.37,Kepler-1309 b,Transit,2,Neptune-like
16.13,16.092,718.0,5685.0,1.03,2.41,Kepler-131 b,Transit,2,Neptune-like
8.25,25.5169,615.0,5685.0,1.03,0.84,Kepler-131 c,Transit,0,Terrestrial
2.67,0.679336272,1883.0,5549.0,0.88,1.44,Kepler-1310 b,Transit,1,Super-Earth
2.07,11.1726994,1019.0,5748.0,1.4,1.24,Kepler-1311 b,Transit,0,Terrestrial
1.98,2.53573424,1671.0,5748.0,1.4,1.22,Kepler-1311 c,Transit,0,Terrestrial
67.5,197.5110016,391.0,5616.0,1.674,9.65837605,Kepler-1311 d,Transit,3,Gas Giant
5.06,5.448325286,978.0,5719.0,0.92,2.1,Kepler-1312 b,Transit,2,Neptune-like
1.07,1.116119981,1659.0,5721.0,0.905,1.02732734,Kepler-1312 c,Transit,0,Terrestrial
3.75,3.833091178,1012.0,5453.0,0.85,1.76,Kepler-1313 b,Transit,1,Super-Earth
22.9,5.424749281,625.0,4188.0,0.59,5.11,Kepler-1314 b,Transit,2,Neptune-like
2.48,0.84338011,1541.0,4861.0,0.75,1.38,Kepler-1315 b,Transit,1,Super-Earth
4.06,6.566060066,777.0,4818.0,0.856,1.84398883,Kepler-1315 c,Transit,1,Super-Earth
12.3,87.9732136,446.0,5884.0,1.12,3.54,Kepler-1316 b,Transit,2,Neptune-like
3.05,0.568874427,1796.0,5144.0,0.79,1.56,Kepler-1317 b,Transit,1,Super-Earth
9.85,213.257663,202.0,4598.0,0.7,3.11,Kepler-1318 b,Transit,2,Neptune-like
2.36,2.886762645,557.0,3655.0,0.54,1.34,Kepler-1319 b,Transit,1,Super-Earth
1.92,6.178196,1082.0,6003.0,1.178,1.21,Kepler-132 b,Transit,0,Terrestrial
2.18,6.414914,1069.0,6003.0,1.178,1.28,Kepler-132 c,Transit,1,Super-Earth
3.02,18.010199,758.0,6003.0,1.178,1.55,Kepler-132 d,Transit,1,Super-Earth
1.76,110.2869374,414.0,6023.0,1.1,1.18,Kepler-132 e,Transit,0,Terrestrial
3.53,0.868386528,1389.0,4817.0,0.74,1.7,Kepler-1320 b,Transit,1,Super-Earth
21.5,11.12830484,408.0,4094.0,0.53,4.92,Kepler-1321 b,Transit,2,Neptune-like
6.35,2.226491086,697.0,4094.0,0.53,2.4,Kepler-1321 c,Transit,2,Neptune-like
7.41,5.720920086,509.0,3640.0,0.503,2.62843782,Kepler-1321 d,Transit,2,Neptune-like
3.22,0.962867382,1666.0,5488.0,0.87,1.61,Kepler-1322 b,Transit,1,Super-Earth
5.29,6.459980011,883.0,5704.0,0.804,2.15492527,Kepler-1322 c,Transit,2,Neptune-like
2.92,0.929906678,2291.0,6169.0,1.4,1.52,Kepler-1323 b,Transit,1,Super-Earth
2.89,4.115844679,895.0,4776.0,0.73,1.51,Kepler-1324 b,Transit,1,Super-Earth
8.55,33.8786838,564.0,5550.0,0.91,2.86,Kepler-1325 b,Transit,2,Neptune-like
16.3,42.3514267,938.0,6725.0,1.74,4.18,Kepler-1326 b,Transit,2,Neptune-like
3.89,14.88801098,831.0,5885.0,1.03,1.8,Kepler-1327 b,Transit,1,Super-Earth
0.904,4.52158888,1214.0,5780.0,0.99,0.98,Kepler-1328 b,Transit,0,Terrestrial
5.35,9.33646594,577.0,4500.0,0.69,2.17,Kepler-1329 b,Transit,2,Neptune-like
3.75,8.129976,1041.0,5736.0,1.425,1.76,Kepler-133 b,Transit,1,Super-Earth
8.45,31.517586,663.0,5736.0,1.425,2.84,Kepler-133 c,Transit,2,Neptune-like
3.36,10.10769068,879.0,5608.0,0.94,1.65,Kepler-1330 b,Transit,1,Super-Earth
1.16,0.789161653,1244.0,4508.0,0.69,1.05,Kepler-1331 b,Transit,0,Terrestrial
2.45,11.87456832,728.0,5581.0,0.9,1.37,Kepler-1332 b,Transit,1,Super-Earth
8.3,109.6471842,428.0,5628.0,0.92,2.81,Kepler-1333 b,Transit,2,Neptune-like
5.86,15.64591713,710.0,5614.0,0.91,2.29,Kepler-1334 b,Transit,2,Neptune-like
2.7,6.26406846,809.0,4903.0,0.74,1.45,Kepler-1335 b,Transit,1,Super-Earth
4.58,23.198681,793.0,5512.0,1.3,1.98,Kepler-1336 b,Transit,1,Super-Earth
3.57,5.77721211,1260.0,5512.0,1.3,1.71,Kepler-1336 c,Transit,1,Super-Earth
6.39,24.4002549,437.0,4523.0,0.67,2.41,Kepler-1337 b,Transit,2,Neptune-like
0.721,0.935118057,2124.0,5909.0,1.05,0.92,Kepler-1338 b,Transit,0,Terrestrial
0.285,1.341555127,1642.0,5586.0,0.93,0.71,Kepler-1339 b,Transit,0,Terrestrial
4.66,5.317429,1105.0,5983.0,1.176,2.0,Kepler-134 b,Transit,2,Neptune-like
2.13,10.105785,892.0,5983.0,1.176,1.26,Kepler-134 c,Transit,1,Super-Earth
3.02,0.665026916,2174.0,6331.0,1.42,1.55,Kepler-1340 b,Transit,1,Super-Earth
