pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,pl_rade,pl_name,discoverymethod,y,planet_type
7.56,124.5244647,356.0,5542.0,1.02,2.66,Kepler-218 d,Transit,2,Neptune-like
9.01,4.585512,1307.0,5786.0,1.491,2.95,Kepler-219 b,Transit,2,Neptune-like
12.5,22.714613,766.0,5786.0,1.491,3.58,Kepler-219 c,Transit,2,Neptune-like
19.1,47.903645,598.0,5786.0,1.491,2.81,Kepler-219 d,Transit,2,Neptune-like
9.1,289.863876,279.0,5596.0,0.869,2.1,Kepler-22 b,Transit,2,Neptune-like
0.457,4.159807,759.0,4632.0,0.666,0.81,Kepler-220 b,Transit,0,Terrestrial
3.09,9.034199,586.0,4632.0,0.666,1.57,Kepler-220 c,Transit,1,Super-Earth
0.904,28.122397,401.0,4632.0,0.666,0.98,Kepler-220 d,Transit,0,Terrestrial
2.33,45.902733,341.0,4632.0,0.666,1.33,Kepler-220 e,Transit,1,Super-Earth
5.95575,2.795906,1090.0,5243.0,0.821,1.71,Kepler-221 b,Transit,1,Super-Earth
9.3,5.690586,860.0,5243.0,0.821,2.93,Kepler-221 c,Transit,2,Neptune-like
3.61,10.04156,712.0,5243.0,0.821,2.73,Kepler-221 d,Transit,2,Neptune-like
7.86706,18.369917,582.0,5243.0,0.821,2.63,Kepler-221 e,Transit,2,Neptune-like
10.1,3.936981,1004.0,5433.0,0.869,3.16,Kepler-222 b,Transit,2,Neptune-like
19.4,10.08881,734.0,5433.0,0.869,4.64,Kepler-222 c,Transit,2,Neptune-like
13.2,28.081912,522.0,5433.0,0.869,3.69,Kepler-222 d,Transit,2,Neptune-like
7.4,7.38449,1042.0,5803.0,1.72,2.99,Kepler-223 b,Transit,2,Neptune-like
5.1,9.84564,947.0,5803.0,1.72,3.44,Kepler-223 c,Transit,2,Neptune-like
8.0,14.78869,827.0,5803.0,1.72,5.24,Kepler-223 d,Transit,2,Neptune-like
4.8,19.72567,751.0,5803.0,1.72,4.6,Kepler-223 e,Transit,2,Neptune-like
2.51,3.132924,937.0,5018.0,0.676,1.39,Kepler-224 b,Transit,1,Super-Earth
9.91,5.925003,758.0,5018.0,0.676,3.12,Kepler-224 c,Transit,2,Neptune-like
5.9,11.349393,610.0,5018.0,0.676,2.3,Kepler-224 d,Transit,2,Neptune-like
4.54,18.643577,517.0,5018.0,0.676,1.97,Kepler-224 e,Transit,1,Super-Earth
1.87,6.738975,579.0,3682.0,0.48,1.2,Kepler-225 b,Transit,0,Terrestrial
4.04,18.794234,412.0,3682.0,0.48,1.84,Kepler-225 c,Transit,1,Super-Earth
24.0,3.940997,1018.0,5571.0,0.802,1.55,Kepler-226 b,Transit,1,Super-Earth
45.2,5.349555,919.0,5571.0,0.802,2.27,Kepler-226 c,Transit,2,Neptune-like
1.98,8.109044,800.0,5571.0,0.802,1.22,Kepler-226 d,Transit,0,Terrestrial
9.85,9.488015,793.0,5854.0,1.091,3.11,Kepler-227 b,Transit,2,Neptune-like
9.48,54.418694,443.0,5854.0,1.091,3.04,Kepler-227 c,Transit,2,Neptune-like
2.96,2.566546,1360.0,6043.0,1.014,1.53,Kepler-228 b,Transit,1,Super-Earth
7.75,4.134444,1160.0,6043.0,1.014,2.7,Kepler-228 c,Transit,2,Neptune-like
15.4,11.094286,835.0,6043.0,1.014,4.04,Kepler-228 d,Transit,2,Neptune-like
5.48,6.252972,823.0,5120.0,0.728,2.2,Kepler-229 b,Transit,2,Neptune-like
21.5,16.068638,600.0,5120.0,0.728,4.92,Kepler-229 c,Transit,2,Neptune-like
14.2,41.194912,439.0,5120.0,0.728,3.85,Kepler-229 d,Transit,2,Neptune-like
2.56,7.1,1157.0,5828.0,1.548,1.638,Kepler-23 b,Transit,1,Super-Earth
7.81,10.74,1008.0,5828.0,1.548,3.005,Kepler-23 c,Transit,2,Neptune-like
4.44,15.27,896.0,5828.0,1.548,2.206,Kepler-23 d,Transit,2,Neptune-like
16.8,32.625555,506.0,5588.0,0.817,4.26,Kepler-230 b,Transit,2,Neptune-like
4.82,91.773242,359.0,5588.0,0.817,2.04,Kepler-230 c,Transit,2,Neptune-like
35.4,10.065275,488.0,3767.0,0.49,1.73,Kepler-231 b,Transit,1,Super-Earth
24.1,19.271566,393.0,3767.0,0.49,1.93,Kepler-231 c,Transit,1,Super-Earth
9.69,4.431222,1104.0,5847.0,0.968,3.08,Kepler-232 b,Transit,2,Neptune-like
14.0,11.379349,806.0,5847.0,0.968,3.83,Kepler-232 c,Transit,2,Neptune-like
6.48,8.472382,751.0,5360.0,0.758,2.43,Kepler-233 b,Transit,2,Neptune-like
7.8,60.418955,390.0,5360.0,0.758,2.71,Kepler-233 c,Transit,2,Neptune-like
13.2,2.711506,1420.0,6224.0,1.113,3.7,Kepler-234 b,Transit,2,Neptune-like
12.1,7.21205,1025.0,6224.0,1.113,3.51,Kepler-234 c,Transit,2,Neptune-like
5.6,3.340222,731.0,4255.0,0.554,2.23,Kepler-235 b,Transit,2,Neptune-like
2.18,7.824904,555.0,4255.0,0.554,1.28,Kepler-235 c,Transit,1,Super-Earth
4.86,20.060548,401.0,4255.0,0.554,2.05,Kepler-235 d,Transit,2,Neptune-like
5.56,46.183669,306.0,4255.0,0.554,2.22,Kepler-235 e,Transit,2,Neptune-like
3.09,8.295611,469.0,3750.0,0.51,1.57,Kepler-236 b,Transit,1,Super-Earth
4.66,23.968127,329.0,3750.0,0.51,2.0,Kepler-236 c,Transit,2,Neptune-like
2.57,4.715106,823.0,4861.0,0.725,1.41,Kepler-237 b,Transit,1,Super-Earth
4.98,8.103636,687.0,4861.0,0.725,2.08,Kepler-237 c,Transit,2,Neptune-like
3305.02,2.090876,1642.0,5751.0,1.43,1.73,Kepler-238 b,Transit,1,Super-Earth
152.522,6.155557,1146.0,5751.0,1.43,2.39,Kepler-238 c,Transit,2,Neptune-like
23.1,13.233549,888.0,5751.0,1.43,3.07,Kepler-238 d,Transit,2,Neptune-like
169.7,23.654,731.0,5800.0,0.96,5.6,Kepler-238 e,Transit,2,Neptune-like
13.5,50.447,568.0,5800.0,0.96,2.0,Kepler-238 f,Transit,2,Neptune-like
6.04,11.763051,616.0,4914.0,0.763,2.33,Kepler-239 b,Transit,2,Neptune-like
6.85,56.228098,366.0,4914.0,0.763,2.51,Kepler-239 c,Transit,2,Neptune-like
11.14,8.14,1050.0,6028.0,1.099,2.348,Kepler-24 b,Transit,2,Neptune-like
9.99,12.33,915.0,6028.0,1.099,2.514,Kepler-24 c,Transit,2,Neptune-like
293.959,4.244384,1305.0,5897.0,1.289,1.67,Kepler-24 d,Transit,1,Super-Earth
26.2118,18.998355,792.0,5897.0,1.289,2.78,Kepler-24 e,Transit,2,Neptune-like
2.45,4.144495,864.0,4985.0,0.739,1.37,Kepler-240 b,Transit,1,Super-Earth
102.3,7.953528,696.0,4985.0,0.739,2.2,Kepler-240 c,Transit,2,Neptune-like
6.04,12.718092,562.0,4699.0,0.668,2.33,Kepler-241 b,Transit,2,Neptune-like
7.13,36.065978,397.0,4699.0,0.668,2.57,Kepler-241 c,Transit,2,Neptune-like
7.32,8.20395,742.0,5020.0,0.85,2.61,Kepler-242 b,Transit,2,Neptune-like
4.66,14.496481,613.0,5020.0,0.85,2.0,Kepler-242 c,Transit,2,Neptune-like
6.57,5.715442,850.0,5228.0,0.842,2.45,Kepler-243 b,Transit,2,Neptune-like
4.62,20.026218,559.0,5228.0,0.842,1.99,Kepler-243 c,Transit,1,Super-Earth
8.05,4.311792,1038.0,5554.0,0.803,2.76,Kepler-244 b,Transit,2,Neptune-like
4.86,9.767292,791.0,5554.0,0.803,2.05,Kepler-244 c,Transit,2,Neptune-like
15.2,20.050401,622.0,5554.0,0.803,2.31,Kepler-244 d,Transit,2,Neptune-like
146.78,7.49019,753.0,5100.0,0.795,2.57,Kepler-245 b,Transit,2,Neptune-like
26.7,17.460812,568.0,5100.0,0.795,2.18,Kepler-245 c,Transit,2,Neptune-like
21.6,36.277108,445.0,5100.0,0.795,3.03,Kepler-245 d,Transit,2,Neptune-like
1806.36,3.219821056,998.0,5174.0,0.8,1.75,Kepler-245 e,Transit,1,Super-Earth
6.08,4.60182,896.0,5206.0,0.831,2.34,Kepler-246 b,Transit,2,Neptune-like
2.86,11.187161,667.0,5206.0,0.831,1.5,Kepler-246 c,Transit,1,Super-Earth
3.33,3.33616,970.0,5100.0,0.768,1.64,Kepler-247 b,Transit,1,Super-Earth
15.7,9.439452,686.0,5100.0,0.768,4.09,Kepler-247 c,Transit,2,Neptune-like
14.7,20.477912,530.0,5100.0,0.768,3.94,Kepler-247 d,Transit,2,Neptune-like
9.38,6.308205,819.0,5190.0,0.831,3.02,Kepler-248 b,Transit,2,Neptune-like
15.6,16.239494,598.0,5190.0,0.831,4.07,Kepler-248 c,Transit,2,Neptune-like
1.32,3.306539,554.0,3568.0,0.482,1.09,Kepler-249 b,Transit,0,Terrestrial
2.89,7.113702,429.0,3568.0,0.482,1.51,Kepler-249 c,Transit,1,Super-Earth
3.09,15.368459,332.0,3568.0,0.482,1.57,Kepler-249 d,Transit,1,Super-Earth
8.7,6.238297,1185.0,6354.0,1.316,2.748,Kepler-25 b,Transit,2,Neptune-like
15.2,12.7207,934.0,6354.0,1.316,5.217,Kepler-25 c,Transit,2,Neptune-like
1.51,4.148141,938.0,5160.0,0.805,1.13,Kepler-250 b,Transit,0,Terrestrial
5.82,7.156804,782.0,5160.0,0.805,2.28,Kepler-250 c,Transit,2,Neptune-like
5.39,17.648312,579.0,5160.0,0.805,2.18,Kepler-250 d,Transit,2,Neptune-like
2.33,4.790936,990.0,5526.0,0.89,1.33,Kepler-251 b,Transit,1,Super-Earth
8.1,16.514043,655.0,5526.0,0.89,2.77,Kepler-251 c,Transit,2,Neptune-like
8.1,30.133001,536.0,5526.0,0.89,2.77,Kepler-251 d,Transit,2,Neptune-like
8.1,99.640161,360.0,5526.0,0.89,2.77,Kepler-251 e,Transit,2,Neptune-like
2.04,6.668391,587.0,4208.0,0.549,1.23,Kepler-252 b,Transit,0,Terrestrial
5.27,10.848463,499.0,4208.0,0.549,2.15,Kepler-252 c,Transit,2,Neptune-like
3.29,3.783986,949.0,5208.0,0.786,1.63,Kepler-253 b,Transit,1,Super-Earth
7.51,10.281951,680.0,5208.0,0.786,2.65,Kepler-253 c,Transit,2,Neptune-like
10.2,18.119869,563.0,5208.0,0.786,3.17,Kepler-253 d,Transit,2,Neptune-like
14.3,5.826662,1013.0,5957.0,0.91,3.87,Kepler-254 b,Transit,2,Neptune-like
3.2,12.412183,787.0,5957.0,0.91,2.15,Kepler-254 c,Transit,2,Neptune-like
6.8,18.746477,686.0,5957.0,0.91,2.5,Kepler-254 d,Transit,2,Neptune-like
3.02,5.714606,971.0,5573.0,0.933,1.55,Kepler-255 b,Transit,1,Super-Earth
9.22,9.946047,807.0,5573.0,0.933,2.99,Kepler-255 c,Transit,2,Neptune-like
2.3,1.045622658,1710.0,5431.0,0.86,1.32,Kepler-255 d,Transit,1,Super-Earth
3.15,1.620493,1681.0,5551.0,1.301,1.59,Kepler-256 b,Transit,1,Super-Earth
5.27,3.38802,1315.0,5551.0,1.301,2.15,Kepler-256 c,Transit,2,Neptune-like
6.71,5.839172,1097.0,5551.0,1.301,2.48,Kepler-256 d,Transit,2,Neptune-like
6.12,10.681572,897.0,5551.0,1.301,2.35,Kepler-256 e,Transit,2,Neptune-like
7.32,2.382667,1237.0,5180.0,1.037,2.61,Kepler-257 b,Transit,2,Neptune-like
25.2,6.581484,881.0,5180.0,1.037,5.41,Kepler-257 c,Transit,2,Neptune-like
21.7,24.664551,567.0,5180.0,1.037,4.95,Kepler-257 d,Transit,2,Neptune-like
15.5,13.19722,642.0,4942.0,0.915,4.06,Kepler-258 b,Transit,2,Neptune-like
12.7,33.653079,470.0,4942.0,0.915,3.61,Kepler-258 c,Transit,2,Neptune-like
8.25,8.115317,879.0,5938.0,0.898,2.8,Kepler-259 b,Transit,2,Neptune-like
7.75,36.924931,530.0,5938.0,0.898,2.7,Kepler-259 c,Transit,2,Neptune-like
5.12,12.28,431.0,3914.0,0.512,2.78,Kepler-26 b,Transit,2,Neptune-like
6.2,17.2559,385.0,3914.0,0.512,2.72,Kepler-26 c,Transit,2,Neptune-like
1.24,3.543919,652.0,4486.0,0.571,1.07,Kepler-26 d,Transit,0,Terrestrial
6.39,46.827915,276.0,4486.0,0.571,2.41,Kepler-26 e,Transit,2,Neptune-like
4.7,8.187399,782.0,5250.0,0.862,2.01,Kepler-260 b,Transit,2,Neptune-like
3.68,76.050178,372.0,5250.0,0.862,1.74,Kepler-260 c,Transit,1,Super-Earth
5.39,10.381227,672.0,5098.0,0.794,2.18,Kepler-261 b,Transit,2,Neptune-like
4.66,24.570858,505.0,5098.0,0.794,2.0,Kepler-261 c,Transit,2,Neptune-like
2.42,13.060855,734.0,5841.0,0.881,1.36,Kepler-262 b,Transit,1,Super-Earth
3.33,21.853722,618.0,5841.0,0.881,1.64,Kepler-262 c,Transit,1,Super-Earth
7.61,16.568087,548.0,5265.0,0.785,2.67,Kepler-263 b,Transit,2,Neptune-like
6.66,47.332773,386.0,5265.0,0.785,2.47,Kepler-263 c,Transit,2,Neptune-like
11.1,40.806231,772.0,6158.0,1.55,3.33,Kepler-264 b,Transit,2,Neptune-like
8.4,140.101261,511.0,6158.0,1.55,2.83,Kepler-264 c,Transit,2,Neptune-like
4.12,6.846262,1022.0,5835.0,1.103,1.86,Kepler-265 b,Transit,1,Super-Earth
7.41,17.028937,755.0,5835.0,1.103,2.63,Kepler-265 c,Transit,2,Neptune-like
6.76,43.130617,554.0,5835.0,1.103,2.49,Kepler-265 d,Transit,2,Neptune-like
7.22,67.831024,476.0,5835.0,1.103,2.59,Kepler-265 e,Transit,2,Neptune-like
6.71,6.61833,1066.0,5885.0,1.028,2.48,Kepler-266 b,Transit,2,Neptune-like
14.4,107.723601,421.0,5885.0,1.028,3.89,Kepler-266 c,Transit,2,Neptune-like
37.9,3.353728,615.0,4258.0,0.555,1.98,Kepler-267 b,Transit,1,Super-Earth
5.18,6.87745,484.0,4258.0,0.555,2.13,Kepler-267 c,Transit,2,Neptune-like
5.77,28.464515,301.0,4258.0,0.555,2.27,Kepler-267 d,Transit,2,Neptune-like
7.04,25.934138,695.0,6081.0,1.274,2.55,Kepler-268 b,Transit,2,Neptune-like
11.4,83.446393,471.0,6081.0,1.274,3.38,Kepler-268 c,Transit,2,Neptune-like
6.66,5.326718,1007.0,5847.0,0.959,2.47,Kepler-269 b,Transit,2,Neptune-like
3.5,8.127899,875.0,5847.0,0.959,1.69,Kepler-269 c,Transit,1,Super-Earth
2895.31,15.3348,610.0,5400.0,0.59,4.0,Kepler-27 b,Transit,2,Neptune-like
4385.87,31.3309,481.0,5400.0,0.59,4.9,Kepler-27 c,Transit,2,Neptune-like
7.78,6.546289921,810.0,5251.0,0.817,2.7061946,Kepler-27 d,Transit,2,Neptune-like
4.7,11.476094,984.0,6067.0,1.461,2.01,Kepler-270 b,Transit,2,Neptune-like
3.78,25.262887,756.0,6067.0,1.461,1.77,Kepler-270 c,Transit,1,Super-Earth
2.04,10.43547805,759.0,5555.0,0.87,1.23,Kepler-271 b,Transit,0,Terrestrial
0.809,7.41086267,850.0,5555.0,0.87,0.95,Kepler-271 c,Transit,0,Terrestrial
0.219,5.24972541,954.0,5555.0,0.87,0.66,Kepler-271 d,Transit,0,Terrestrial
78.0,2.971353,1200.0,5297.0,0.929,1.43,Kepler-272 b,Transit,1,Super-Earth
97.8,6.057342,947.0,5297.0,0.929,1.79,Kepler-272 c,Transit,1,Super-Earth
5.69,10.937304,777.0,5297.0,0.929,2.25,Kepler-272 d,Transit,2,Neptune-like
2.86,2.936532,1209.0,5626.0,0.815,1.5,Kepler-273 b,Transit,1,Super-Earth
4.58,8.014927,865.0,5626.0,0.815,1.98,Kepler-273 c,Transit,1,Super-Earth
2.99,11.634788,961.0,6023.0,1.007,1.54,Kepler-274 b,Transit,1,Super-Earth
4.04,33.197861,678.0,6023.0,1.007,1.84,Kepler-274 c,Transit,1,Super-Earth
6.08,10.300682,1015.0,6165.0,1.383,2.34,Kepler-275 b,Transit,2,Neptune-like
11.4,16.088134,875.0,6165.0,1.383,3.38,Kepler-275 c,Transit,2,Neptune-like
11.1,35.676062,671.0,6165.0,1.383,3.33,Kepler-275 d,Transit,2,Neptune-like
731.209,14.12841,739.0,6105.0,1.046,2.87,Kepler-276 b,Transit,2,Neptune-like
16.6,31.884,563.0,5693.0,1.03,2.9,Kepler-276 c,Transit,2,Neptune-like
16.3,48.648,489.0,5693.0,1.03,2.8,Kepler-276 d,Transit,2,Neptune-like
87.3,17.324,964.0,5946.0,1.69,2.92,Kepler-277 b,Transit,2,Neptune-like
64.2,33.006,778.0,5946.0,1.69,3.36,Kepler-277 c,Transit,2,Neptune-like
56.0,30.1556,586.0,4965.0,2.861,3.955,Kepler-278 b,Transit,2,Neptune-like
34.9,51.111,492.0,4965.0,2.861,3.268,Kepler-278 c,Transit,2,Neptune-like
4180.93,12.309681,1104.0,6363.0,1.746,3.62,Kepler-279 b,Transit,2,Neptune-like
49.4,35.736,774.0,6689.45,1.07,4.3,Kepler-279 c,Transit,2,Neptune-like
37.5,54.414,574.0,6689.45,1.07,3.1,Kepler-279 d,Transit,2,Neptune-like
56.0,98.3531,552.0,6689.45,1.43,4.13,Kepler-279 e,Transit,2,Neptune-like
1.63,5.91,585.0,4499.3,0.664,1.959,Kepler-28 b,Transit,1,Super-Earth
2.06,8.99,509.0,4499.3,0.664,1.857,Kepler-28 c,Transit,1,Super-Earth
2.7,2.139542,1425.0,5744.0,0.886,1.45,Kepler-280 b,Transit,1,Super-Earth
4.7,4.807091,1088.0,5744.0,0.886,2.01,Kepler-280 c,Transit,2,Neptune-like
324.0,14.646008,694.0,5723.0,0.899,2.82,Kepler-281 b,Transit,2,Neptune-like
161.124,36.337373,513.0,5723.0,0.899,5.31,Kepler-281 c,Transit,2,Neptune-like
654.0,148.2720032,321.0,5717.0,0.884,5.93747806,Kepler-281 d,Transit,2,Neptune-like
1.01,9.220524,817.0,5602.0,0.904,1.01,Kepler-282 b,Transit,0,Terrestrial
1.87,13.638723,717.0,5602.0,0.904,1.2,Kepler-282 c,Transit,0,Terrestrial
61.0,24.806,588.0,5656.0,0.89,2.46,Kepler-282 d,Transit,2,Neptune-like
56.2,44.347,484.0,5656.0,0.89,3.1,Kepler-282 e,Transit,2,Neptune-like
5.18,11.008151,488.0,4351.0,0.566,2.13,Kepler-283 b,Transit,2,Neptune-like
3.97,92.743711,240.0,4351.0,0.566,1.82,Kepler-283 c,Transit,1,Super-Earth
5.65,12.699149,686.0,5615.0,0.814,2.24,Kepler-284 b,Transit,2,Neptune-like
7.32,37.514456,478.0,5615.0,0.814,2.61,Kepler-284 c,Transit,2,Neptune-like
2.36,2.633867,1131.0,5411.0,0.808,1.34,Kepler-285 b,Transit,1,Super-Earth
1.46,6.186676,851.0,5411.0,0.808,1.12,Kepler-285 c,Transit,0,Terrestrial
2.07,1.796302,1367.0,5580.0,0.863,1.24,Kepler-286 b,Transit,0,Terrestrial
2.45,3.468095,1098.0,5580.0,0.863,1.37,Kepler-286 c,Transit,1,Super-Earth
2.33,5.914323,919.0,5580.0,0.863,1.33,Kepler-286 d,Transit,1,Super-Earth
3.78,29.221289,539.0,5580.0,0.863,1.77,Kepler-286 e,Transit,1,Super-Earth
83.0,20.342199,667.0,5806.0,1.032,2.33,Kepler-287 b,Transit,2,Neptune-like
66.0,44.851896,513.0,5806.0,1.032,3.26,Kepler-287 c,Transit,2,Neptune-like
3.43,6.097326,1197.0,5918.0,1.091,1.67,Kepler-288 b,Transit,1,Super-Earth
8.5,19.305772,815.0,5918.0,1.091,2.85,Kepler-288 c,Transit,2,Neptune-like
7.61,56.633742,570.0,5918.0,1.091,2.67,Kepler-288 d,Transit,2,Neptune-like
3.7,34.5383,607.0,5990.0,1.0,2.49,Kepler-289 b,Transit,2,Neptune-like
157.18,125.8723,394.0,5990.0,1.0,11.23,Kepler-289 c,Transit,3,Gas Giant
17.4,330.0716,286.0,5990.0,0.985,2.94,Kepler-289 e,Transit,2,Neptune-like
5.0,10.33974,777.0,5378.0,0.732,2.55,Kepler-29 b,Transit,2,Neptune-like
4.5,13.28613,715.0,5378.0,0.732,2.34,Kepler-29 c,Transit,2,Neptune-like
5.69,14.589347,594.0,5147.0,0.743,2.25,Kepler-290 b,Transit,2,Neptune-like
7.75,36.77031,437.0,5147.0,0.743,2.7,Kepler-290 c,Transit,2,Neptune-like
0.566,0.764017553,1589.0,5142.0,0.755,0.86,Kepler-290 d,Transit,0,Terrestrial
5.31,3.546511,1212.0,6002.0,1.016,2.16,Kepler-291 b,Transit,2,Neptune-like
4.19,5.700786,1035.0,6002.0,1.016,1.88,Kepler-291 c,Transit,1,Super-Earth
2.3,2.580827,1130.0,5299.0,0.826,1.32,Kepler-292 b,Transit,1,Super-Earth
2.76,3.715335,1001.0,5299.0,0.826,1.47,Kepler-292 c,Transit,1,Super-Earth
5.6,7.055679,808.0,5299.0,0.826,2.23,Kepler-292 d,Transit,2,Neptune-like
7.61,11.97901,678.0,5299.0,0.826,2.67,Kepler-292 e,Transit,2,Neptune-like
6.12,20.834237,563.0,5299.0,0.826,2.35,Kepler-292 f,Transit,2,Neptune-like
9.64,19.254196,657.0,5804.0,0.957,3.07,Kepler-293 b,Transit,2,Neptune-like
14.0,54.155743,466.0,5804.0,0.957,3.83,Kepler-293 c,Transit,2,Neptune-like
3.78,3.701212,1087.0,5913.0,0.976,1.77,Kepler-294 b,Transit,1,Super-Earth
7.8,6.6264,895.0,5913.0,0.976,2.71,Kepler-294 c,Transit,2,Neptune-like
1.98,12.645164,741.0,5603.0,0.898,1.22,Kepler-295 b,Transit,0,Terrestrial
1.71,21.526258,621.0,5603.0,0.898,1.17,Kepler-295 c,Transit,0,Terrestrial
2.42,33.884054,533.0,5603.0,0.898,1.36,Kepler-295 d,Transit,1,Super-Earth
3.22,10.864384,495.0,3740.0,0.48,1.61,Kepler-296 b,Transit,1,Super-Earth
4.66,5.8416366,606.0,3740.0,0.48,2.0,Kepler-296 c,Transit,2,Neptune-like
5.02,19.850291,403.0,3740.0,0.48,2.09,Kepler-296 d,Transit,2,Neptune-like
2.96,34.14211,337.0,3740.0,0.48,1.53,Kepler-296 e,Transit,1,Super-Earth
3.89,63.33627,274.0,3740.0,0.48,1.8,Kepler-296 f,Transit,1,Super-Earth
48.5,38.871826,509.0,5619.0,0.915,2.87,Kepler-297 b,Transit,2,Neptune-like
42.1,74.920137,409.0,5619.0,0.915,6.54,Kepler-297 c,Transit,3,Gas Giant
4.5,10.475464,540.0,4465.0,0.582,1.96,Kepler-298 b,Transit,1,Super-Earth
4.38,22.92881,416.0,4465.0,0.582,1.93,Kepler-298 c,Transit,1,Super-Earth
6.8,77.473633,277.0,4465.0,0.582,2.5,Kepler-298 d,Transit,2,Neptune-like
2.3,2.927128,1258.0,5617.0,1.032,1.32,Kepler-299 b,Transit,1,Super-Earth
7.51,6.885875,946.0,5617.0,1.032,2.65,Kepler-299 c,Transit,2,Neptune-like
4.12,15.054786,729.0,5617.0,1.032,1.86,Kepler-299 d,Transit,1,Super-Earth
4.16,38.285489,534.0,5617.0,1.032,1.87,Kepler-299 e,Transit,1,Super-Earth
11.3,29.33434,524.0,5498.0,0.95,3.9,Kepler-30 b,Transit,2,Neptune-like
640.0,60.323105,411.0,5498.0,0.95,12.3,Kepler-30 c,Transit,3,Gas Giant
23.1,143.34394,308.0,5498.0,0.95,8.8,Kepler-30 d,Transit,3,Gas Giant
3.43,10.446347,812.0,5986.0,0.9,1.67,Kepler-300 b,Transit,1,Super-Earth
5.69,40.714955,516.0,5986.0,0.9,2.25,Kepler-300 c,Transit,2,Neptune-like
2.39,2.508553,1278.0,5815.0,0.9,1.35,Kepler-301 b,Transit,1,Super-Earth
2.39,5.419026,989.0,5815.0,0.9,1.35,Kepler-301 c,Transit,1,Super-Earth
3.71,13.751243,725.0,5815.0,0.9,1.75,Kepler-301 d,Transit,1,Super-Earth
15.5,30.184104,634.0,5740.0,1.22,4.06,Kepler-302 b,Transit,2,Neptune-like
0.64,1.937055,802.0,3944.0,0.485,0.89,Kepler-303 b,Transit,0,Terrestrial
1.55,7.061149,521.0,3944.0,0.485,1.14,Kepler-303 c,Transit,0,Terrestrial
8.55,3.295709,875.0,4731.0,0.687,2.86,Kepler-304 b,Transit,2,Neptune-like
5.35,5.315946,746.0,4731.0,0.687,2.17,Kepler-304 c,Transit,2,Neptune-like
8.0,9.653471,611.0,4731.0,0.687,2.75,Kepler-304 d,Transit,2,Neptune-like
1.87,1.499146953,1137.0,4817.0,0.73,1.2,Kepler-304 e,Transit,0,Terrestrial
10.5,5.487,836.0,5080.0,0.8,3.6,Kepler-305 b,Transit,2,Neptune-like
6.0,8.291,728.0,5080.0,0.8,3.3,Kepler-305 c,Transit,2,Neptune-like
6.2,16.74,576.0,5090.0,0.792,2.76,Kepler-305 d,Transit,2,Neptune-like
3.87,3.20538,1000.0,4974.0,0.827279,1.7938153,Kepler-305 e,Transit,1,Super-Earth
2.92,4.646186,830.0,4954.0,0.719,1.52,Kepler-306 b,Transit,1,Super-Earth
6.12,7.240193,716.0,4954.0,0.719,2.35,Kepler-306 c,Transit,2,Neptune-like
6.66,17.326644,535.0,4954.0,0.719,2.47,Kepler-306 d,Transit,2,Neptune-like
5.77,44.840975,390.0,4954.0,0.719,2.27,Kepler-306 e,Transit,2,Neptune-like
7.44,10.4208,797.0,5367.0,0.814,2.43,Kepler-307 b,Transit,2,Neptune-like
3.64,13.0729,739.0,5367.0,0.814,2.2,Kepler-307 c,Transit,2,Neptune-like
5.14,9.694928,833.0,5895.0,0.941,2.12,Kepler-308 b,Transit,2,Neptune-like
5.31,15.38231,714.0,5895.0,0.941,2.16,Kepler-308 c,Transit,2,Neptune-like
3.05,5.923653,531.0,4713.0,0.721,1.56,Kepler-309 b,Transit,1,Super-Earth
6.85,105.356383,204.0,4713.0,0.721,2.51,Kepler-309 c,Transit,2,Neptune-like
36.7418,20.8613,781.0,6340.0,1.22,5.5,Kepler-31 b,Transit,2,Neptune-like
1493.7,42.6318,615.0,6340.0,1.22,5.3,Kepler-31 c,Transit,2,Neptune-like
2161.244,87.6451,484.0,6340.0,1.22,3.9,Kepler-31 d,Transit,2,Neptune-like
1.81,13.930698,665.0,5797.0,0.876,1.19,Kepler-310 b,Transit,0,Terrestrial
11.4,56.47542,417.0,5797.0,0.876,3.38,Kepler-310 c,Transit,2,Neptune-like
7.0,92.876125,353.0,5797.0,0.876,2.47,Kepler-310 d,Transit,2,Neptune-like
3.53,9.176092,960.0,5905.0,1.188,1.7,Kepler-311 b,Transit,1,Super-Earth
2.63,19.738286,744.0,5905.0,1.188,1.43,Kepler-311 c,Transit,1,Super-Earth
4.86,232.040326,327.0,5903.0,1.156,2.05,Kepler-311 d,Transit,2,Neptune-like
2.21,1.772419,1685.0,6115.0,1.467,1.29,Kepler-312 b,Transit,1,Super-Earth
10.1,19.747412,754.0,6115.0,1.467,3.15,Kepler-312 c,Transit,2,Neptune-like
6.94,14.970418,883.0,5727.0,1.536,2.53,Kepler-313 b,Transit,2,Neptune-like
7.13,32.273273,683.0,5727.0,1.536,2.57,Kepler-313 c,Transit,2,Neptune-like
0.498,2.461069,1195.0,5378.0,0.95,0.83,Kepler-314 b,Transit,0,Terrestrial
8.75,5.960392,890.0,5378.0,0.95,2.9,Kepler-314 c,Transit,2,Neptune-like
13.7,96.101141,409.0,5796.0,1.037,3.77,Kepler-315 b,Transit,2,Neptune-like
16.1,265.469335,291.0,5796.0,1.037,4.15,Kepler-315 c,Transit,2,Neptune-like
